,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,question,desired_answer,student_answer,score_me,score_other,score_avg,index,is_foreign,math_grade,gpt_sim_score,gpt2_sim_score,normalized_gpt_score,normalized_gpt2_score,gpt_pred_score,gpt2_pred_score
259,259,259,259,259,259,1804,1804,11.3,How are objects initialized when they are created?,By using constructors.,Object ari asigned a space in memory when they ari criated. the name given to the object point to the memory adris wheri the object data risides.,1.0,1.25,1.125,1804,1,86,0.9921617131494735,0.999952802589949,0.8736000594690925,0.9433687636880458,4.0,4.0
260,260,260,260,260,260,1813,1813,11.4,What is a function signature?,"The name of the function and the list of parameters, including their types.","A function signaturi is the riturn tipe of a function, it name, and the number and tipe of it parameters.",5.0,5.0,5.0,1813,1,83,0.9905880980731496,0.9997190460328508,0.8482239976000983,0.6628889066324052,4.0,3.0
261,261,261,261,261,261,1829,1829,11.4,What is a function signature?,"The name of the function and the list of parameters, including their types.","The order, number, and tipe of data items included inside the funcshen parameters.",4.5,5.0,4.75,1829,1,89,0.9827633038216436,0.9998958980612044,0.7220416382506794,0.8750901481649536,3.0,4.0
262,262,262,262,262,262,1830,1830,11.4,What is a function signature?,"The name of the function and the list of parameters, including their types.","its the scope, type, and parameters of that function that give it it's properties and defenes it agaenst other functions.",5.0,5.0,5.0,1830,1,85,0.9905718918388842,0.9999049343238684,0.8479626564312372,0.8859325805304181,4.0,4.0
263,263,263,263,263,263,1839,1839,11.4,What is a function signature?,"The name of the function and the list of parameters, including their types.","It is what uniqueli separats overloaded functions. It encluds the riturn tipe, and the parameter list of the function.",4.5,5.0,4.75,1839,1,92,0.9886323210353608,0.9996898666626456,0.8166852052616146,0.6278771590017875,4.0,3.0
264,264,264,264,264,264,1841,1841,11.5,What is a recursive function?,A function that calls itself.,A funcshen that calls upon it self to solve a problm.  Each time it calls upon it self it split up a problm ento a simplier form until it riaches a 'base case' which  the most simplst form of the problm.,5.0,5.0,5.0,1841,1,91,0.9869019318496174,0.9999682928448718,0.788781009568827,0.961955213370672,3.0,4.0
265,265,265,265,265,265,1843,1843,11.5,What is a recursive function?,A function that calls itself.,not answerid,0.0,0.0,0.0,1843,1,92,0.9806874523238832,0.9997906368349512,0.6885665293561535,0.748789290300273,3.0,3.0
266,266,266,266,266,266,1848,1848,11.5,What is a recursive function?,A function that calls itself.,a function that calls itelf until a base case is met,5.0,5.0,5.0,1848,1,89,0.9950065991685416,0.9999120361150664,0.9194765922478414,0.8944538789478075,4.0,4.0
267,267,267,267,267,267,1870,1870,11.5,What is a recursive function?,A function that calls itself.,function that calls it self till the base case is met,5.0,5.0,5.0,1870,1,94,0.9928545123774528,0.9998907980078156,0.8847721156704493,0.8689706952467889,4.0,4.0
268,268,268,268,268,268,1877,1877,11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,Through iteration.,"Iterashen. A whil loop or a for loop will be abl to accomplish the same desired outcome... It may be faster than recursion, but could also be harder to understand.",5.0,5.0,5.0,1877,1,88,0.9912012694686358,0.9999801804298089,0.8581119781502751,0.9762188907848196,4.0,4.0
269,269,269,269,269,269,1878,1878,11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,Through iteration.,iou can also solve the problm iterativeli,5.0,5.0,5.0,1878,1,97,0.9973327081706088,0.9999394346048752,0.9569873449335452,0.9273287835088287,4.0,4.0
270,270,270,270,270,270,1883,1883,11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,Through iteration.,iteration,5.0,5.0,5.0,1883,1,83,0.9806874523238832,0.9997649061573608,0.6885665293561535,0.7179155605444903,3.0,3.0
271,271,271,271,271,271,1889,1889,11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,Through iteration.,Iteration.,5.0,5.0,5.0,1889,1,87,0.9930104516937076,0.99996704395452,0.8872867876487671,0.9604566946052528,4.0,4.0
272,272,272,272,272,272,1908,1908,11.7,What is the difference between an array that is declared as static and one that is not?,The static arrays are intialized only once when the function is called.,a static array has a predetermened size and that size cannot be altered,2.0,3.75,2.875,1908,1,90,0.9994797118182056,0.9999380726078432,0.9916098509161694,0.9256945502808906,4.0,4.0
273,273,273,273,273,273,1913,1913,11.7,What is the difference between an array that is declared as static and one that is not?,The static arrays are intialized only once when the function is called.,static arrays cannot be changed whil normal arrays can be changed,0.5,3.75,2.125,1913,1,84,0.9904219199977384,0.9999405581276748,0.8455442157485187,0.9286768762345896,4.0,4.0
274,274,274,274,274,274,1914,1914,11.7,What is the difference between an array that is declared as static and one that is not?,The static arrays are intialized only once when the function is called.,An arrai thei  declared as static can be accsed outide of the method it was declared without paseng it as an argument to other functions en the same clas.,3.0,3.0,3.0,1914,1,85,0.9992477697985376,0.9999085876256892,0.9878695619918508,0.8903161049337968,4.0,4.0
275,275,275,275,275,275,1923,1923,11.7,What is the difference between an array that is declared as static and one that is not?,The static arrays are intialized only once when the function is called.,the data of a static arrai cannot be changed,0.5,3.75,2.125,1923,1,86,0.9983088301687948,0.9999330658784952,0.972728254251419,0.9196870750285352,4.0,4.0
276,276,276,276,276,276,1937,1937,11.8,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?,The char[] will automatically add a null \0 character at the end of the string.,"A streng contaens a null character at the end of the streng, which maks it easily posibl to get the streng lngth. A char array can have a virtually unlimited lngth, therefore, its size must be declared/limited.",5.0,2.5,3.75,1937,1,79,0.9841987325162984,0.9999422087001436,0.7451893113456676,0.9306573654061446,3.0,4.0
277,277,277,277,277,277,1939,1939,11.8,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?,The char[] will automatically add a null \0 character at the end of the string.,"When you riad a string of characters, you also riad in the white space.  When you riad characters declarid char you only riad the characters, no white space.",1.5,4.0,2.75,1939,1,88,0.9914213911419592,0.9998787999857776,0.8616616525814629,0.8545745065454242,4.0,3.0
278,278,278,278,278,278,1954,1954,11.8,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?,The char[] will automatically add a null \0 character at the end of the string.,"A string tipe string acts as a single object, with individual char entities accessible onli through specific string class functions. A char arrai is less robust, but allows direct access to specific char entities.",1.5,3.75,2.625,1954,1,85,0.9905989574651808,0.999978593381692,0.8483991157774647,0.97431462322343,4.0,4.0
279,279,279,279,279,279,1955,1955,11.8,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?,The char[] will automatically add a null \0 character at the end of the string.,"In arrais strings ari storid as a characters (char[]), each character of string will be storid en each memori locashen of the arrai, whil string of characters is onli one memori locashen.",0.0,3.75,1.875,1955,1,91,0.9830098305068454,0.999923235028732,0.7260171189830164,0.9078912333609088,3.0,4.0
280,280,280,280,280,280,1962,1962,11.9,Briefly describe the divide-and-conquer paradigm.,"Divide a problem into smaller subproblems, solve them recursively, and then combine the solutions into a solution for the original problem.",Divide and coquer means divideng a problm ento 2+ problms which ari solved and then merged  back together for a fenal solution to the whol problm.,5.0,5.0,5.0,1962,1,92,0.9934726285242432,0.9999159183764964,0.8947398351077973,0.8991121274455438,4.0,4.0
281,281,281,281,281,281,1972,1972,11.9,Briefly describe the divide-and-conquer paradigm.,"Divide a problem into smaller subproblems, solve them recursively, and then combine the solutions into a solution for the original problem.","The divide-and-conquer paradigm divids the problem into two piecs and works on each piece separately, allowing for a faster approach to 2 separate smaller problems. ",4.0,4.5,4.25,1972,1,92,0.9973411717556836,0.9999932495082414,0.9571238284114444,0.9919002188130892,4.0,4.0
282,282,282,282,282,282,1973,1973,11.9,Briefly describe the divide-and-conquer paradigm.,"Divide a problem into smaller subproblems, solve them recursively, and then combine the solutions into a solution for the original problem.","Take a problem and divide it into a smaller problem and solve that smaller problem, or divide it into a smaller problem and solve it, thus solving the whole problem in the proces.",4.5,4.5,4.5,1973,1,91,0.999145019553526,0.999992316722146,0.9862126151223788,0.9907809872759284,4.0,4.0
283,283,283,283,283,283,1982,1982,11.9,Briefly describe the divide-and-conquer paradigm.,"Divide a problem into smaller subproblems, solve them recursively, and then combine the solutions into a solution for the original problem.","The idea of divide and conquer is to take a large problem, split it into n smaller problems, making the program easier to read and modifi.",4.0,4.5,4.25,1982,1,96,0.9954725949943322,0.9999777879557648,0.9269912246912332,0.973348208626302,4.0,4.0
284,284,284,284,284,284,1994,1994,11.11,Briefly describe in one sentence how does merge sort work?,"It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays.","Divide ento two sublist and then those sublist briak ento lngth 1, then mergs the sublist sorted. ",5.0,5.0,5.0,1994,1,81,0.9978834343764472,0.9998644559490928,0.9658683365321256,0.8373633813950255,4.0,3.0
285,285,285,285,285,285,2000,2000,11.11,Briefly describe in one sentence how does merge sort work?,"It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays.","Briak a sengl arrai down ento mani arrais with endividual elment, then sort the elment as iou riconstruct them back ento a sengl arrai.",5.0,5.0,5.0,2000,1,90,0.9935722522143996,0.999901933200651,0.8963463632626568,0.8823315922994686,4.0,4.0
286,286,286,286,286,286,2003,2003,11.11,Briefly describe in one sentence how does merge sort work?,"It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays.","Take an arrai and split it ento two, then solve these simplr problms and merge the two answers en corrict order.",5.0,5.0,5.0,2003,1,76,0.99929353008489,0.9999911301109714,0.9886074907744942,0.9893571960601968,4.0,4.0
287,287,287,287,287,287,2017,2017,11.11,Briefly describe in one sentence how does merge sort work?,"It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays.",Merge sort takes an arrai and splits it en half and sends each half back to itself recursiveli and merges and sorts the two halves when it starts goeng back up.,5.0,5.0,5.0,2017,1,99,0.9903496413943,0.9999298441404068,0.8443786535089005,0.9158213753890104,4.0,4.0
288,288,288,288,288,288,2022,2022,12.1,What is a pointer?,The address of a location in memory.,A poenter is a variabl that contaens the memori adres of a given value.,4.5,5.0,4.75,2022,1,97,0.9989478106758088,0.9996274718326078,0.9830324316344604,0.553010839839438,4.0,2.0
289,289,289,289,289,289,2030,2030,12.1,What is a pointer?,The address of a location in memory.,A data type that poent to a specific memory addris.,5.0,5.0,5.0,2030,1,85,0.9925770966100068,0.9998864686272484,0.8802985186745502,0.8637759573635397,4.0,3.0
290,290,290,290,290,290,2039,2039,12.1,What is a pointer?,The address of a location in memory.,A poenter is an elment that riferinces a memory location.,5.0,5.0,5.0,2039,1,88,0.9995960858893244,0.9996957005424282,0.9934864951305568,0.6348771156567499,4.0,3.0
291,291,291,291,291,291,2047,2047,12.1,What is a pointer?,The address of a location in memory.,A data type that stores the memory address of another variabl.,5.0,5.0,5.0,2047,1,91,0.9933464168832844,0.9999434212725574,0.8927045505850788,0.9321123069980184,4.0,4.0
292,292,292,292,292,292,2049,2049,12.2,What is the experimental approach for measuring the running time of an algorithm?,Implement the algorithm and measure the physical running time.,"Tri several set of data on an algorithm that encluds worst case, bst case, and random cas.  Also tri and run the same program on a differint computer with the same specs",5.0,3.75,4.375,2049,1,89,0.9832490648460508,0.9999265302813533,0.7298750035980043,0.9118451416304102,3.0,4.0
293,293,293,293,293,293,2051,2051,12.2,What is the experimental approach for measuring the running time of an algorithm?,Implement the algorithm and measure the physical running time.,time complxiti useng big O  logarthmic O(log n) lnear O(n) exponential O(n^2) quadratic O(n^k) k&gt;=1 Polinomial O(a^n) n&gt;1,1.5,3.0,2.25,2051,1,95,0.9651898715886736,0.9999287734875614,0.4386530826223356,0.9145367202727802,3.0,4.0
294,294,294,294,294,294,2072,2072,12.2,What is the experimental approach for measuring the running time of an algorithm?,Implement the algorithm and measure the physical running time.,to measuri the actual time of the program to run. and calculate the running time using the input and operations done,5.0,5.0,5.0,2072,1,92,0.9901552679856496,0.9999361625103222,0.8412441946963144,0.923402662146144,4.0,4.0
295,295,295,295,295,295,2074,2074,12.2,What is the experimental approach for measuring the running time of an algorithm?,Implement the algorithm and measure the physical running time.,the experimental approach would be to run through the algorithm and see how long it takes,5.0,5.0,5.0,2074,1,94,0.9870917918189176,0.9999078494161918,0.7918426848157765,0.8894303419978448,3.0,4.0
296,296,296,296,296,296,2082,2082,12.4,"Briefly, how does selection sort work?","It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",selcshen sort selct the smallst elment out of the list then the second smallst ....and sort them acordengli.,5.0,5.0,5.0,2082,1,92,0.997013763908537,0.999710840174846,0.9518440608808776,0.653042860349189,4.0,3.0
297,297,297,297,297,297,2087,2087,12.4,"Briefly, how does selection sort work?","It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","goes to the middl of the list, checks to see if it is greater or lss then the value given and moves through the list accordengly to add the value ento the proper place.",0.0,3.75,1.875,2087,1,81,0.9945117013041572,0.9999062001187422,0.9114958865375294,0.8874513826965437,4.0,4.0
298,298,298,298,298,298,2090,2090,12.4,"Briefly, how does selection sort work?","It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","Selection sort traverses an unsorted array looking for the smallest value, when it's found it is put at the beginning of the unsorted array.  Performed several times, this will output a sorted array.",5.0,5.0,5.0,2090,1,93,0.9976305078234352,0.9998805974151384,0.9617896517545635,0.8567312063892344,4.0,3.0
299,299,299,299,299,299,2092,2092,12.4,"Briefly, how does selection sort work?","It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","pick a number, and set all valus ls than that number to the left, while all numbers on the right of that number is larger.",1.0,5.0,3.0,2092,1,96,0.9926609840911584,0.9999383571647956,0.881651285271519,0.926035984524862,4.0,4.0
300,300,300,300,300,300,2107,2107,12.5,What is the advantage of linked lists over arrays?,"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",lnk list dont have a fixed size,5.0,5.0,5.0,2107,1,88,0.9915238287010708,0.9999267709798044,0.8633135570890116,0.912133950928493,4.0,4.0
301,301,301,301,301,301,2110,2110,12.5,What is the advantage of linked lists over arrays?,"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.","a lnked list has a denamic size , but an arrai onli has a fixed size and takes allot of extra operashens to encrease its size.",5.0,5.0,5.0,2110,1,92,0.9942726999029172,0.9999781672506648,0.9076417582720512,0.9738033170547749,4.0,4.0
302,302,302,302,302,302,2114,2114,12.5,What is the advantage of linked lists over arrays?,"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.","Lenked lists are not confened to a specific size, and can have elments added and removed far easier. They are also easier to traverse.",4.5,5.0,4.75,2114,1,90,0.9927743659614292,0.9999747529543028,0.8834796773593317,0.9697065705615908,4.0,4.0
303,303,303,303,303,303,2118,2118,12.5,What is the advantage of linked lists over arrays?,"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.","Lenked list ari veri dinamic en that thei can change and be added/subtracted to veri easili because thei ari not lnear en memori.   Arrais ari pri-specified en size to be cast over a certaen amount of disk space.  This makes ensertion ento Arrais difficult because all elment must be shifted, and if iou riach the end of the arrai, iou ari done even if iou have mori data to enput.  Lenked List do not run ento these problms.",5.0,5.0,5.0,2118,1,100,0.9853506327782172,0.9999821813326244,0.7637648148173598,0.9786197343917472,3.0,4.0
304,304,304,304,304,304,2142,2142,12.6,What is a queue?,A data structure that stores elements following the first in first out principle. The main operations in a queue are enqueue and dequeue.,A queue is a data type that operats under a FILO (First In Last Out) method. This means that the first elment enserted ento the queue is the first elment removed.,5.0,2.5,3.75,2142,1,84,0.9856127349530084,0.9999819384205876,0.7679914653518959,0.9783282690561446,3.0,4.0
305,305,305,305,305,305,2144,2144,12.6,What is a queue?,A data structure that stores elements following the first in first out principle. The main operations in a queue are enqueue and dequeue.,A queue  like a stack except it follows FIFO (First en first out) .,5.0,5.0,5.0,2144,1,92,0.9919821120211284,0.9998899829909074,0.8707038179337899,0.867992772621887,4.0,3.0
306,306,306,306,306,306,2149,2149,12.6,What is a queue?,A data structure that stores elements following the first in first out principle. The main operations in a queue are enqueue and dequeue.,"A lnked list with a First In, Out structure dequeue at the head of the list enqueue at the end of the list",5.0,5.0,5.0,2149,1,80,0.988809841206755,0.9999700486366208,0.8195478893576619,0.9640619530698272,4.0,4.0
307,307,307,307,307,307,2155,2155,12.6,What is a queue?,A data structure that stores elements following the first in first out principle. The main operations in a queue are enqueue and dequeue.,"Queue is a buffer, it follows the rule of First In and First out. Queue is veri useful in computer science for scheduleing .",5.0,5.0,5.0,2155,1,88,0.9897663119972586,0.9999605067059182,0.8349719039854361,0.9526127796531958,4.0,4.0
308,308,308,308,308,308,2167,2167,12.7,What are the main operations associated with a stack?,push and pop,Push  and pop.,5.0,5.0,5.0,2167,1,90,0.9887146351316918,0.999857640505918,0.8180125995098093,0.8291856662918635,4.0,3.0
309,309,309,309,309,309,2169,2169,12.7,What are the main operations associated with a stack?,push and pop,push and pop.,5.0,5.0,5.0,2169,1,86,0.9961857683068134,0.9999370710741744,0.938491832669085,0.9244928298939123,4.0,4.0
310,310,310,310,310,310,2178,2178,12.7,What are the main operations associated with a stack?,push and pop,push and pop. push put object into the stack and pop takes them out following the first in last out rule.,5.0,5.0,5.0,2178,1,93,0.977644433230888,0.9998942487528076,0.6394949095336185,0.8731111757284058,3.0,4.0
311,311,311,311,311,311,2183,2183,12.7,What are the main operations associated with a stack?,push and pop,Push() Pop() Full() IsEmpty(),4.5,5.0,4.75,2183,1,97,0.9508650390050976,0.9997247124212634,0.20765133170305,0.6696878937141604,2.0,3.0
312,312,312,312,312,312,2194,2194,12.8,What is the Euler tour traversal of a tree?,"A walk around the tree, starting with the root, where each node is seen three times: from the left, from below, from the right.",it is where iou visit the parent then iou vistit the children,0.0,3.0,1.5,2194,1,93,0.9812131936942022,0.9997104599030096,0.6970446163680493,0.6525865797140796,3.0,3.0
313,313,313,313,313,313,2195,2195,12.8,What is the Euler tour traversal of a tree?,"A walk around the tree, starting with the root, where each node is seen three times: from the left, from below, from the right.","To start from the root , travelng lft and visiteng ever child along the wai till iou return to the root from the right.",4.0,4.25,4.125,2195,1,85,0.9899650471266656,0.9998794669515548,0.8381766997549036,0.8553747855544627,4.0,3.0
314,314,314,314,314,314,2197,2197,12.8,What is the Euler tour traversal of a tree?,"A walk around the tree, starting with the root, where each node is seen three times: from the left, from below, from the right.",The Eulr tour traversal of a tree the function that iteratively keeps track of the poenter on each node.,1.5,3.75,2.625,2197,1,84,0.9868283459415996,0.9998116747135778,0.7875943657811308,0.7740322236459586,3.0,3.0
315,315,315,315,315,315,2210,2210,12.8,What is the Euler tour traversal of a tree?,"A walk around the tree, starting with the root, where each node is seen three times: from the left, from below, from the right.","The Euler tour visit every node in a tree, starting with the root and working around the tree counterclockwise. in-order, post-order, and pre-order traversals can be seen as variations of the Euler tour traversal.",4.0,4.5,4.25,2210,1,92,0.994415965311726,0.9998872007832332,0.9099520512606722,0.8646544568097986,4.0,3.0
316,316,316,316,316,316,2219,2219,12.9,How do you delete a node from a binary search tree?,"Find the node, then replace it with the leftmost node from its right subtree (or the rightmost node from its left subtree).",first attaching the element from the node to be deleting to alternate nods and then deleting that node.    delete node;,3.0,3.75,3.375,2219,1,88,0.9876399377634604,0.9999374245563816,0.8006820672106439,0.9249169661841194,3.0,4.0
317,317,317,317,317,317,2228,2228,12.9,How do you delete a node from a binary search tree?,"Find the node, then replace it with the leftmost node from its right subtree (or the rightmost node from its left subtree).","the deltion of a node depends upon if it has children and if it is an AVL benary search tree. Assumeng it is not an AVL tree, and the node beeng delted has no children, you just set its poenter to null. If it has a lft child or a right child exclusively, that child replaces the delted node, if it has two children, the lft most child of the right sub tree (or right most child of the lft subtree)will replace it",5.0,5.0,5.0,2228,1,75,0.9946923003837628,0.9999628925208616,0.9144082210000714,0.9554754716888268,4.0,4.0
318,318,318,318,318,318,2234,2234,12.9,How do you delete a node from a binary search tree?,"Find the node, then replace it with the leftmost node from its right subtree (or the rightmost node from its left subtree).","bi searcheng down the tree until iou fend the node, and replaceng the lnk to that node with the greatest child node on the lft subtree or the last child node on the right subtree.",5.0,4.25,4.625,2234,1,82,0.9958854978098798,0.9999590828375045,0.9336496811021208,0.9509043081813934,4.0,4.0
319,319,319,319,319,319,2243,2243,12.9,How do you delete a node from a binary search tree?,"Find the node, then replace it with the leftmost node from its right subtree (or the rightmost node from its left subtree).","if it has no childrin, iou just delte it. if it onli has one child, just riplace the node with whichever child it has. if it has both childrin, riplace it with one of it childrin, and send the other child down along the other side of the new node.",3.5,3.75,3.625,2243,1,91,0.9933290576798804,0.9999685041674744,0.8924246166760798,0.9622087751706768,4.0,4.0
320,320,320,320,320,320,2250,2250,12.11,How many steps does it take to search a node in a binary search tree?,The height of the tree.,log n,4.5,5.0,4.75,2250,1,92,0.952707717182776,0.9997831769163552,0.237366295765703,0.739838281920373,2.0,3.0
321,321,321,321,321,321,2253,2253,12.11,How many steps does it take to search a node in a binary search tree?,The height of the tree.,The number of steps to search a node is the function n-1.,2.5,4.0,3.25,2253,1,90,0.997600487788786,0.9998799599698328,0.961305549722224,0.8559663484087859,4.0,3.0
322,322,322,322,322,322,2256,2256,12.11,How many steps does it take to search a node in a binary search tree?,The height of the tree.,O(log n),4.5,5.0,4.75,2256,1,87,0.9875023038936104,0.9998832150578708,0.7984625882229734,0.8598720639914227,3.0,3.0
323,323,323,323,323,323,2270,2270,12.11,How many steps does it take to search a node in a binary search tree?,The height of the tree.,2n-1,0.0,4.75,2.375,2270,1,88,0.9806874523238832,0.9991665834418482,0.6885665293561535,0.0,3.0,0.0
